dt,A1,A2,A3
2012-03-14,109.32,159.57,47.07
2012-03-15,109.27,161.08,47.39
2012-03-16,109.28,161.3,47.48
2012-03-19,108.93,161.59,47.68
2012-03-20,109.09,160.13,47.33
2012-03-21,109.35,160.21,47.11
2012-03-22,109.45,159.57,46.7
2012-03-23,109.7,161.5329,46.92
2012-03-26,109.62,164.4,47.54
2012-03-27,109.74,163.24,47.39
2012-03-28,109.72,161.51,47.12
2012-03-29,110.02,161.28,46.86
2012-03-30,109.85,162.12,47.2
2012-04-02,109.62,162.94,47.69
2012-04-03,109.15,159.89,47.21
2012-04-04,109.38,157.21,46.41
2012-04-05,109.63,158.31,46.35
2012-04-06,109.63,158.31,46.35
2012-04-09,110.11,159.37,45.98
2012-04-10,110.12,161.1,45.1
2012-04-11,110.13,161.065,45.57
2012-04-12,110.02,162.7,46.38
2012-04-13,110.36,160.85,45.67
2012-04-16,110.38,160.46,45.78
2012-04-17,110.4,160.27,46.44
2012-04-18,110.54,159.31,46.29
2012-04-19,110.46,159.43,46.05
2012-04-20,110.48,159.54,46.22
2012-04-23,110.59,159.07,45.67
2012-04-24,110.43,159.3,45.9
2012-04-25,110.48,159.62,46.44
2012-04-26,110.65,161.03,46.66
2012-04-27,110.64,161.38,46.83
2012-04-30,110.6,161.88,46.66
2012-05-01,110.33,161.32,46.89
2012-05-02,110.44,160.59,46.68
2012-05-03,110.56,158.97,46.28
2012-05-04,110.67,159.47,45.5
2012-05-07,110.71,159.08,45.65
2012-05-08,110.79,156,45.14
2012-05-09,110.82,154.47,44.7
2012-05-10,110.71,154.77,44.81
2012-05-11,110.79,153.56,44.64
2012-05-14,111.04,151.33,43.99
2012-05-15,110.98,149.74,43.52
2012-05-16,110.96,149.46,43.16
2012-05-17,111.03,152.8,42.48
2012-05-18,111,154.55,42.269901
2012-05-21,110.98,154.65,43.03
2012-05-22,110.71,152.08,42.93
2012-05-23,110.84,151.62,42.76
2012-05-24,110.75,151.41,42.67
2012-05-25,110.92,152.68,42.49
2012-05-28,110.92,152.68,42.49
2012-05-29,110.86,151.02,43.09
2012-05-30,111.23,151.91,42.28
2012-05-31,111.56,151.62,42.33
2012-06-01,111.6,157.5,41.27
2012-06-04,111.34,157.32,41.39
2012-06-05,111.11,157.14,41.69
2012-06-06,110.78,157.21,42.79
2012-06-07,110.95,154.5,42.87
2012-06-08,110.9,154.73,42.91
2012-06-11,111,155.36,42.37
2012-06-12,110.91,156.4594,42.98
2012-06-13,111.2,157.12,42.66
2012-06-14,111.12,157.75,43.06
2012-06-15,111.38,157.84,43.56
2012-06-18,111.35,157.93,43.6
2012-06-19,111.22,157.16,44.2
2012-06-20,111.05,155.97,44.25
2012-06-21,111.2,152.015,42.53
2012-06-22,111.04,152.64,42.82
2012-06-25,111.39,153.76,42.04
2012-06-26,111.27,152.62,42.28
2012-06-27,111.32,152.83,42.66
2012-06-28,111.45,151.05,42.59
2012-06-29,111.3,155.19,43.87
2012-07-02,111.29,155.09,44.13
2012-07-03,111.21,157.46,44.56
2012-07-04,111.21,157.46,44.56
2012-07-05,111.5,155.68,44.16
2012-07-06,111.58,153.71,43.66
2012-07-09,111.8,154.04,43.56
2012-07-10,111.85,152.15,43.27
2012-07-11,111.84,152.99,43.32
2012-07-12,112.04,152.59,42.97
2012-07-13,112.08,154.14,43.6
2012-07-16,112.17,154.21,43.54
2012-07-17,112.13,153.47,43.77
2012-07-18,112.35,153.05,44.09
2012-07-19,112.26,153.38,44.33
2012-07-20,112.42,153.67,43.7
2012-07-23,112.52,153.03,43.01
2012-07-24,112.66,153.52,42.63
2012-07-25,112.7,155.67,42.71
2012-07-26,112.63,156.77,43.66
2012-07-27,112.29,157.54,44.55
2012-07-30,112.48,157.43,44.53
2012-07-31,112.59,156.49,44.23
2012-08-01,112.24,155.14,44.18
2012-08-02,112.26,154.13,43.76
2012-08-03,111.99,155.55,44.82
2012-08-06,112.16,156.3,45.07
2012-08-07,111.86,156.28,45.43
2012-08-08,111.72,156.48,45.43
2012-08-09,111.69,156.99,45.54
2012-08-10,111.87,157.18,45.62
2012-08-13,111.86,155.99,45.52
2012-08-14,111.6,155.13,45.54
2012-08-15,111.24,155.63,45.48
2012-08-16,111.1,156.56,45.98
2012-08-17,111.23,156.72,45.99
2012-08-20,111.19,157.26,45.97
2012-08-21,111.34,158.83,46
2012-08-22,111.82,160.54,45.99
2012-08-23,111.9,161.89,45.63
2012-08-24,111.82,161.97,45.8
2012-08-27,111.97,161.36,45.69
2012-08-28,112.06,161.64,45.69
2012-08-29,111.95,160.59,45.64
2012-08-30,112.02,160.52,45.15
2012-08-31,112.37,164.22,45.46
2012-09-03,112.37,164.22,45.46
2012-09-04,112.13,164.48,45.33
2012-09-05,112.13,164.31,45.25
2012-09-06,111.87,164.89,46.26
2012-09-07,111.89,168.44,46.75
2012-09-10,111.91,167.29,46.4
2012-09-11,111.78,167.9,46.73
2012-09-12,111.57,167.92,46.93
2012-09-13,111.83,171.31,47.75
2012-09-14,111.37,171.8,48.08
2012-09-17,111.55,170.4,47.84
2012-09-18,111.62,171.72,47.77
2012-09-19,111.84,171.74,47.8
2012-09-20,111.77,171.47,47.58
2012-09-21,111.95,171.96,47.55
2012-09-24,112.07,171.05,47.42
2012-09-25,112.25,170.77,46.99
2012-09-26,112.36,169.81,46.69
2012-09-27,112.29,172.34,47.2
2012-09-28,112.448,171.89,46.69
2012-10-01,112.2,172.295,46.94
2012-10-02,112.29,172.1,47.06
2012-10-03,112.25,172.41,47.04
2012-10-04,112.09,173.61,47.45
2012-10-05,111.86,172.62,47.51
2012-10-08,112.03,172.05,47.26
2012-10-09,111.91,170.99,46.68
2012-10-10,112.09,170.84,46.53
2012-10-11,112.23,171.32,46.71
2012-10-12,112.32,170.06,46.63
2012-10-15,112.38,168.35,46.94
2012-10-16,112.2,169.42,47.51
2012-10-17,111.85,169.54,47.88
2012-10-18,111.81,168.7891,47.75
2012-10-19,111.95,166.97,47.02
2012-10-22,111.8,167.58,47.24
2012-10-23,112.05,165.4258,46.47
2012-10-24,111.97,164.8603,46.45
2012-10-25,111.73,166.02,46.68
2012-10-26,112.03,165.93,46.52
2012-10-29,112.03,165.93,46.52
2012-10-30,112.03,165.93,46.52
2012-10-31,112.19,166.83,46.45
2012-11-01,111.8,166.07,47.07
2012-11-02,111.8694,162.6,46.68
2012-11-05,112.06,163.23,46.72
2012-11-06,111.74,166.3,46.87
2012-11-07,112,166.49,46.25
2012-11-08,112.14,167.99,45.77
2012-11-09,112.08,167.82,45.73
2012-11-12,112.05,167.45,45.78
2012-11-13,112.2469,167.1,45.55
2012-11-14,112.28,167.14,44.97
2012-11-15,112.17,166.09,45.02
2012-11-16,112.21,165.88,45.18
2012-11-19,112.29,167.87,46.06
2012-11-20,112.08,167.39,46.07
2012-11-21,111.89,167.56,46.22
2012-11-22,111.89,167.56,46.22
2012-11-23,111.96,169.61,46.94
2012-11-26,112,169.43,46.84
2012-11-27,112.15,168.71,46.58
2012-11-28,112.17,166.55,46.9
2012-11-29,112.31,167.1817,47.21
2012-11-30,112.25,166.05,47.19
2012-12-03,111.6,166.1267,47.12
2012-12-04,111.67,164.42,47.13
2012-12-05,111.77,164.12,47.36
2012-12-06,111.76,164.5,47.49
2012-12-07,111.66,165.165,47.57
2012-12-10,111.68,165.8,47.67
2012-12-11,111.64,165.65,47.92
2012-12-12,111.33,165.77,48.02
2012-12-13,111.15,164.37,47.75
2012-12-14,111.35,164.13,47.76
2012-12-17,111.08,164.44,48.11
2012-12-18,110.82,162.08,48.12
2012-12-19,111.01,161.69,47.94
2012-12-20,111.0216,159.73,48.33
2012-12-21,111.12,160.33,47.91
2012-12-24,111.13,160.62,47.79
2012-12-25,111.13,160.62,47.79
2012-12-26,111.05,160.78,47.66
2012-12-27,111.11,161.16,47.72
2012-12-28,111.28,160.54,47.36
2012-12-31,111.08,162.0204,48.08
2013-01-01,111.08,162.0204,48.08
2013-01-02,110.95,163.17,49.04
2013-01-03,110.67,161.2,48.83
2013-01-04,110.79,160.44,49.04
2013-01-07,110.73,159.43,48.84
2013-01-08,110.83,160.56,48.6
2013-01-09,110.75,160.49,48.77
2013-01-10,110.74,161.98,49.29
2013-01-11,110.85,161.06,49.27
2013-01-14,110.95,161.54,49.28
2013-01-15,110.98,162.558,49.241001
2013-01-16,111.04,162.65,49.18
2013-01-17,110.8,163.35,49.52
2013-01-18,110.93,163.09,49.59
2013-01-21,110.93,163.09,49.59
2013-01-22,110.87,163.67,49.72
2013-01-23,110.99,163.21,49.65
2013-01-24,110.84,161.42,49.74
2013-01-25,110.57,160.65,50.05
2013-01-28,110.41,160.29,49.88
2013-01-29,110.34,160.99,50.2
2013-01-30,110.29,162.19,50.04
2013-01-31,110.39,161.2,49.89
2013-02-01,109.94,161.45,50.34
2013-02-04,110.25,162,49.63
2013-02-05,110.02,161.96,49.96
2013-02-06,110.21,162.39,49.99
2013-02-07,110.25,161.84,49.79
2013-02-08,110.28,161.57,50.06
2013-02-11,110.17,159.7,49.98
2013-02-12,110.15,159.89,50.17
2013-02-13,110.04,159.05,50.28
2013-02-14,110.24,158.348,50.18
2013-02-15,110.25,155.76,50.1
2013-02-18,110.25,155.76,50.1
2013-02-19,110.12,155.33,50.47
2013-02-20,110.19,151.44,49.94
2013-02-21,110.25,152.62,49.48
2013-02-22,110.31,152.97,49.96
2013-02-25,110.73,154.34,49.03
2013-02-26,110.7,156.22,49.32
2013-02-27,110.73,154.57,49.91
2013-02-28,110.83,153,49.84
2013-03-01,110.66,152.44,49.89
2013-03-04,110.58,152.3,50
2013-03-05,110.49,152.38,50.46
2013-03-06,110.37,153.23,50.59
2013-03-07,110.14,152.69,50.73
2013-03-08,109.82,152.71,50.9
2013-03-11,109.88,152.99,51.02
2013-03-12,110.08,154.19,50.78
2013-03-13,109.99,153.66,50.75
2013-03-14,110.11,153.68,51.03
2013-03-15,110.21,154.001,51.01
2013-03-18,110.31,155.38,50.57
2013-03-19,110.47,156.08,50.4
2013-03-20,110.35,155.37,50.75
2013-03-21,110.37,156.246,50.2
2013-03-22,110.41,155.55,50.6
2013-03-25,110.37,155.24,50.31
2013-03-26,110.5,154.72,50.64
2013-03-27,110.73,155.36,50.58
2013-03-28,110.73,154.47,50.75
2013-03-29,110.73,154.47,50.75
2013-04-01,110.57,154.67,50.38
2013-04-02,110.45,152.43,50.72
2013-04-03,110.57,150.73,50.29
2013-04-04,110.88,150.29,50.49
2013-04-05,111.2,152.81,50.3
2013-04-08,111.01,152.16,50.51
2013-04-09,111.05,153.34,50.74
2013-04-10,110.82,150.75,51.4
2013-04-11,110.84,151.05,51.65
2013-04-12,111.2,143.95,51.45
2013-04-15,111.25,131.31,50.26
2013-04-16,111.25,132.8,51.01
2013-04-17,111.25,132.87,50.12
2013-04-18,111.23,134.3,49.91
2013-04-19,111.24,135.47,50.39
2013-04-22,111.38,137.9,50.58
2013-04-23,111.33,136.88,51.08
2013-04-24,111.31,138.3699,51.32
2013-04-25,111.26,141.63,51.6
2013-04-26,111.49,140.91,51.52
2013-04-29,111.56,142.3,52
2013-04-30,111.54,142.77,52.19
2013-05-01,111.39,141.11,51.77
2013-05-02,111.4,141.92,52.08
2013-05-03,110.99,142.09,52.65
2013-05-06,110.81,142.15,52.72
2013-05-07,110.75,140.38,52.92
2013-05-08,110.85,142.46,53.37
2013-05-09,110.7,140.81,53.02
2013-05-10,110.48,139.6,53.12
2013-05-13,110.38,138.43,53.1
2013-05-14,110.12,137.81,53.43
2013-05-15,110.28,134.63,53.63
2013-05-16,110.58,134.09,53.33
2013-05-17,110.31,131.07,53.76
2013-05-20,110.2,135.12,53.91
2013-05-21,110.29,132.88,54.03
2013-05-22,109.92,131.94,53.5
2013-05-23,109.88,134.61,53.17
2013-05-24,109.88,133.76,52.92
2013-05-27,109.88,133.76,52.92
2013-05-28,109.2,133.49,53.08
2013-05-29,109.35,134.83,52.73
2013-05-30,109.32,136.7,52.91
2013-05-31,109.11,133.92,51.99
2013-06-03,108.97,136.51,52.18
2013-06-04,108.73,135.23,51.99
2013-06-05,108.67,135.52,51.190498
2013-06-06,108.95,136.53,51.56
2013-06-07,108.61,133.28,52.1
2013-06-10,108.39,133.94,52.04
2013-06-11,108.4,133.25,51.45
2013-06-12,108.22,134.25,51.2
2013-06-13,108.75,133.74,51.94
2013-06-14,108.78,134.43,51.47
2013-06-17,108.7,133.77,52.02
2013-06-18,108.66,132.13,52.36
2013-06-19,107.93,130.59,51.47
2013-06-20,107.21,123.6,49.92
2013-06-21,106.61,125.05,50.07
2013-06-24,106.18,123.93,49.23
2013-06-25,106.3,123.47,49.82
2013-06-26,106.75,118.28,50.29
2013-06-27,107.2,115.94,50.13
2013-06-28,107.21,119.11,50
2013-07-01,107.16,121.13,50.32
2013-07-02,107.16,120.05,50.14
2013-07-03,107.01,120.74,50.11
2013-07-04,107.01,120.74,50.11
2013-07-05,105.84,118.09,50.42
2013-07-08,106.39,119.51,50.66
2013-07-09,106.5,120.62,51.03
2013-07-10,106.22,120.95,51.08
2013-07-11,106.93,124.24,52.21
2013-07-12,106.81,124.13,52.04
2013-07-15,107.04,124.18,52.27
2013-07-16,107.21,124.89,52.15
2013-07-17,107.44,123.32,52.34
2013-07-18,107.24,124.01,52.54
2013-07-19,107.52,125.11,52.57
2013-07-22,107.66,128.84,52.76
2013-07-23,107.6,129.71,52.82
2013-07-24,107.25,127.48,52.61
2013-07-25,107.29,128.67,52.75
2013-07-26,107.26,128.78,52.66
2013-07-29,107.26,128.47,52.38
2013-07-30,107.22,128.12,52.28
2013-07-31,107.3,127.96,52.29
2013-08-01,106.49,126.61,53.02
2013-08-02,106.85,126.36,53.18
2013-08-05,106.9,125.7,53.1
2013-08-06,106.79,123.97,52.79
2013-08-07,106.93,124.15,52.57
2013-08-08,107.08,126.86,53
2013-08-09,107.15,126.86,52.98
2013-08-12,107.08,129.13,52.94
2013-08-13,106.65,127.74,53.21
2013-08-14,106.51,129,53.07
2013-08-15,106.13,131.69,52.5
2013-08-16,105.83,132.58,52.43
2013-08-19,105.5,132.01,52
2013-08-20,105.81,132.45,52.06
2013-08-21,105.42,132.07,51.56
2013-08-22,105.55,132.81,52.02
2013-08-23,105.9,134.9,52.35
2013-08-26,106.09,135.45,52.1
2013-08-27,106.366,136.75,51.23
2013-08-28,106.17,136.71,51.28
2013-08-29,106.38,135.87,51.37
2013-08-30,106.21,134.62,51.09
2013-09-02,106.21,134.62,51.09
2013-09-03,105.75,136.42,51.6
2013-09-04,105.6,134.66,52.05
2013-09-05,104.89,132.2,52.15
2013-09-06,105.28,134.15,52.32
2013-09-09,105.49,133.91,52.97
2013-09-10,105.3,131.74,53.46
2013-09-11,105.66,131.7,53.65
2013-09-12,105.54,127.67,53.38
2013-09-13,105.69,127.82,53.56
2013-09-16,105.91,126.45,53.94
2013-09-17,106.01,126.5,54.07
2013-09-18,106.9,132.01,55.17
2013-09-19,106.77,131.75,55.02
2013-09-20,106.77,127.96,54.67
2013-09-23,106.85,127.55,54.54
2013-09-24,107.1,127.66,54.43
2013-09-25,107.25,128.79,54.34
2013-09-26,107.23,127.79,54.53
2013-09-27,107.29,128.97,54.3
2013-09-30,107.2,128.18,53.92
2013-10-01,106.93,124.59,54.36
2013-10-02,107.07,127.06,54.34
2013-10-03,107.15,127.18,53.96
2013-10-04,107.06,126.53,54.25
2013-10-07,107.04,127.64,53.79
2013-10-08,106.99,127.4,53.25
2013-10-09,106.91,126.11,53.34
2013-10-10,107.03,124.27,54.43
2013-10-11,107.07,122.6,54.76
2013-10-14,106.87,122.83,54.93
2013-10-15,106.82,123.73,54.64
2013-10-16,107.28,123.54,55.19
2013-10-17,107.58,127.42,55.72
2013-10-18,107.76,126.85,56.03
2013-10-21,107.66,126.98,56.07
2013-10-22,108.04,129.34,56.49
2013-10-23,108.01,128.69,56.06
2013-10-24,107.97,129.9,56.27
2013-10-25,108.01,130.46,56.33
2013-10-28,107.96,130.56,56.37
2013-10-29,108.09,129.77,56.57
2013-10-30,107.89,129.6,56.36
2013-10-31,107.899,127.74,56.05
2013-11-01,107.45,126.95,56.04
2013-11-04,107.56,126.81,56.3
2013-11-05,107.24,126.56,55.94
2013-11-06,107.41,127.2,56.245
2013-11-07,107.49,126.16,55.39
2013-11-08,106.82,124.279,55.94
2013-11-11,106.76,123.87,55.96
2013-11-12,106.72,122.45,55.8
2013-11-13,107,122.85,56.14
2013-11-14,107.33,124.27,56.42
2013-11-15,107.36,124.32,56.83
2013-11-18,107.57,122.9,56.77
2013-11-19,107.28,122.95,56.62
2013-11-20,106.98,120.12,56.27
2013-11-21,107.09,119.94,56.64
2013-11-22,107.24,119.92,56.89
2013-11-25,107.32,120.46,56.72
2013-11-26,107.35,119.82,56.66
2013-11-27,107.4,119.46,56.82
2013-11-28,107.4,119.46,56.82
2013-11-29,107.44,120.7,56.92
2013-12-02,106.83,117.58,56.59
2013-12-03,106.96,117.96,56.31
2013-12-04,106.68,119.96,56.15
2013-12-05,106.45,118.3,55.89
2013-12-06,106.63,118.55,56.55
2013-12-09,106.76,119.72,56.64
2013-12-10,106.93,121.82,56.53
2013-12-11,106.76,120.86,55.88
2013-12-12,106.6,118.29,55.49
2013-12-13,106.65,119.38,55.47
2013-12-16,106.73,119.69,55.91
2013-12-17,106.91,118.65,55.69
2013-12-18,106.86,117.61,56.13
2013-12-19,106.68,114.82,56.06
2013-12-20,106.86,115.94,56.31
2013-12-23,106.81,115.57,56.68
2013-12-24,106.66,116.1,56.86
2013-12-25,106.66,116.1,56.86
2013-12-26,106.39,116.74,57.09
2013-12-27,106.43,117.12,57.27
2013-12-30,106.53,115.39,57.38
2013-12-31,106.43,116.12,57.62
2014-01-01,106.43,116.12,57.62
2014-01-02,106.5,118,56.8
2014-01-03,106.54,119.29,56.77
2014-01-06,106.68,119.5,56.59
2014-01-07,106.73,118.82,56.89
2014-01-08,106.41,118.12,56.87
2014-01-09,106.56,118.46,56.82
2014-01-10,107.1,120.26,57.19
2014-01-13,107.2,121.02,56.64
2014-01-14,107.04,119.89,57.14
2014-01-15,106.95,119.66,57.38
2014-01-16,107.2,119.79,57.33
2014-01-17,107.25,120.93,57.13
2014-01-20,107.25,120.93,57.13
2014-01-21,107.3,119.7,57.28
2014-01-22,107.07,119.19,57.36
2014-01-23,107.35,121.79,56.85
2014-01-24,107.58,122.29,55.5
2014-01-27,107.35,120.96,55.21
2014-01-28,107.53,120.95,55.62
2014-01-29,107.85,122.47,55.03
2014-01-30,107.87,119.77,55.48
2014-01-31,108.07,120.09,54.95
2014-02-03,108.23,121.32,53.78
2014-02-04,107.97,120.99,54.29
2014-02-05,107.7,121.29,54.25
2014-02-06,107.65,121.24,55.15
2014-02-07,107.82,122.17,55.79
2014-02-10,107.93,122.92,55.72
2014-02-11,107.72,124.36,56.48
2014-02-12,107.54,124.43,56.57
2014-02-13,107.77,125.49,56.81
2014-02-14,107.77,127.15,57.04
2014-02-17,107.77,127.15,57.04
2014-02-18,107.84,127.4,57.26
2014-02-19,107.76,126.27,56.91
2014-02-20,107.7,127.6,57.17
2014-02-21,107.8,127.58,57.21
2014-02-24,107.7,128.99,57.61
2014-02-25,107.99,129.21,57.44
2014-02-26,108.22,128.11,57.37
2014-02-27,108.33,128.2,57.69
2014-02-28,108.27,127.62,57.81
2014-03-03,108.35,130.29,57.02
2014-03-04,107.95,128.68,57.97
2014-03-05,108.01,128.89,57.92
2014-03-06,107.77,130.17,58.3
2014-03-07,107.47,129.09,58.1
2014-03-10,107.47,129.13,57.9
2014-03-11,107.46,129.86,57.58
2014-03-12,107.7,131.76,57.5
2014-03-13,107.98,132.21,56.69
2014-03-14,107.93,133.1,56.51
2014-03-17,107.87,131.64,57.14
2014-03-18,108,130.62,57.52
2014-03-19,107.52,128.09,56.98
2014-03-20,107.44,127.86,57.11
2014-03-21,107.59,128.47,56.98
2014-03-24,107.75,126.18,56.91
2014-03-25,107.64,126.41,57.35
2014-03-26,107.98,125.41,57.16
2014-03-27,108.06,124.59,57.32
2014-03-28,107.9,124.56,57.72
2014-03-31,107.91,123.61,58.14
2014-04-01,107.54,123.39,58.56
2014-04-02,107.36,124.32,58.7
2014-04-03,107.44,123.92,58.58
2014-04-04,107.78,125.57,58.15
2014-04-07,107.94,124.91,57.74
2014-04-08,108.07,126.09,57.94
2014-04-09,108.08,126.32,58.6
2014-04-10,108.33,127.01,57.48
2014-04-11,108.43,126.93,57.04
2014-04-14,108.47,127.85,57.43
2014-04-15,108.48,125.49,57.42
2014-04-16,108.54,125.54,58.12
2014-04-17,108.19,124.75,58.295
2014-04-18,108.19,124.75,58.295
2014-04-21,108.18,124.24,58.43
2014-04-22,108.16,123.78,58.65
2014-04-23,108.27,123.76,58.48
2014-04-24,108.37,124.56,58.52
2014-04-25,108.39,125.43,58.09
2014-04-28,108.32,124.88,58.26
2014-04-29,108.37,124.86,58.64
2014-04-30,108.59,124.22,58.83
2014-05-01,108.55,123.8,58.8
2014-05-02,108.68,125.06,58.77
2014-05-05,108.64,126.22,58.77
2014-05-06,108.72,125.98,58.5
2014-05-07,108.72,124.17,58.73
2014-05-08,108.79,124.17,58.69
2014-05-09,108.69,124.1,58.75
2014-05-12,108.6,124.94,59.24
2014-05-13,108.78,124.6,59.32
2014-05-14,109.09,125.81,59.18
2014-05-15,109.32,124.77,58.81
2014-05-16,109.2,124.5,59.04
2014-05-19,109.16,124.58,59.11
2014-05-20,109.21,124.69,58.66
2014-05-21,109.17,124.39,59.14
2014-05-22,109.12,124.67,59.3
2014-05-23,109.23,124.51,59.49
2014-05-26,109.23,124.51,59.49
2014-05-27,109.33,121.85,59.79
2014-05-28,109.63,121.2,59.68
2014-05-29,109.57,120.94,60.01
2014-05-30,109.67,120.43,60.01
2014-06-02,109.13,119.7,60.11
2014-06-03,108.84,120.01,60.25
2014-06-04,108.8,119.76,60.13
2014-06-05,108.94,120.66,60.52
2014-06-06,108.88,120.61,60.84
2014-06-09,108.78,120.65,60.88
2014-06-10,108.62,121.39,60.92
2014-06-11,108.7,121.41,60.6
2014-06-12,108.91,122.64,60.38
2014-06-13,108.88,122.96,60.52
2014-06-16,108.82,122.42,60.5
2014-06-17,108.62,122.28,60.54
2014-06-18,108.91,122.67,61.04
2014-06-19,108.75,126.94,61.18
2014-06-20,108.94,126.5,61.2
2014-06-23,108.84,126.85,61.15
2014-06-24,109.03,126.98,60.73
2014-06-25,109.18,126.99,60.04
2014-06-26,109.39,126.73,60.1
2014-06-27,109.39,126.66,60.22
2014-06-30,109.4,128.04,60.26
2014-07-01,109.07,127.7,60.72
2014-07-02,108.69,127.7,60.84
2014-07-03,108.62,127.16,61.14
2014-07-04,108.62,127.16,61.14
2014-07-07,108.65,127.02,60.86
2014-07-08,108.87,127.07,60.36
2014-07-09,108.96,127.84,60.61
2014-07-10,109.01,128.54,60.2
2014-07-11,109.16,128.78,60.23
2014-07-14,109.07,125.72,60.59
2014-07-15,108.93,124.53,60.46
2014-07-16,109.02,124.97,60.78
2014-07-17,109.34,127.0899,60.01
2014-07-18,109.22,126.13,60.61
2014-07-21,109.26,126.34,60.46
2014-07-22,109.44,125.74,60.75
2014-07-23,109.46,125.62,60.89
2014-07-24,109.12,124.35,60.92
2014-07-25,109.33,125.791,60.66
2014-07-28,109.35,125.58,60.75
2014-07-29,109.46,125.2,60.48
2014-07-30,109.07,124.83,60.51
2014-07-31,108.93,123.39,59.39
2014-08-01,109.14,124.38,59.14
2014-08-04,109.12,123.99,59.56
2014-08-05,109.12,123.87,58.86
2014-08-06,109.13,125.67,58.81
2014-08-07,109.34,126.18,58.42
2014-08-08,109.38,126.19,58.99
2014-08-11,109.39,125.96,59.2
2014-08-12,109.34,125.99,59.18
2014-08-13,109.56,126.2,59.52
2014-08-14,109.62,126.31,59.8
2014-08-15,109.89,125.483,59.81
2014-08-18,109.66,124.96,60.24
2014-08-19,109.51,124.68,60.48
2014-08-20,109.39,124.22,60.5
2014-08-21,109.58,122.88,60.66
2014-08-22,109.56,123.19,60.45
2014-08-25,109.65,122.74,60.82
2014-08-26,109.66,123.35,60.89
2014-08-27,109.8,123.3199,60.99
2014-08-28,110.02,124,60.81
2014-08-29,109.98,123.86,60.92
2014-09-01,109.98,123.86,60.92
2014-09-02,109.45,121.65,60.88
2014-09-03,109.57,122.15,61.09
2014-09-04,109.43,121.48,60.89
2014-09-05,109.37,122.06,61.15
2014-09-08,109.26,120.73,60.72
2014-09-09,109.11,120.87,60.4
2014-09-10,108.96,120.26,60.59
2014-09-11,108.85,119.472,60.4
2014-09-12,108.63,118.38,60.1
2014-09-15,108.61,118.64,60.05
2014-09-16,108.61,118.83,60.43
2014-09-17,108.49,117.54,60.25
2014-09-18,108.5,117.78,60.63
2014-09-19,108.68,117.09,60.45
2014-09-22,108.83,116.85,59.96
2014-09-23,108.93,117.6,59.58
2014-09-24,108.86,117.05,59.95
2014-09-25,109.07,117.389999,58.98
2014-09-26,109.059998,117.059998,59.39
2014-09-29,109.18,117.03,59.05
2014-09-30,109.11,116.21,58.9
2014-10-01,109.53,116.77,58.13
2014-10-02,109.35,116.74,57.9
2014-10-03,109.3,114.61,58.23
2014-10-06,109.4,116.03,58.53
2014-10-07,109.82,116.36,57.64
2014-10-08,110.13,117.4701,58.59
2014-10-09,109.91,117.64,57.27
2014-10-10,109.99,117.59,56.4
2014-10-13,110.31,118.52,56.01
2014-10-14,110.56,118.59,56.09
2014-10-15,110.76,118.99,55.69
2014-10-16,110.67,119.22,55.53
2014-10-17,110.52,118.99,56.31
2014-10-20,110.65,119.8,56.71
2014-10-21,110.55,120.02,57.55
2014-10-22,110.49,119.34,57.11
2014-10-23,110.23,118.52,57.75
2014-10-24,110.27,118.35,58.08
2014-10-27,110.31,118.06,57.92
2014-10-28,110.14,118.1,58.65
2014-10-29,109.9,116.41,58.39
2014-10-30,110.08,115.19,58.83
2014-10-31,110.08,112.66,59.61
2014-11-03,109.68,112.15,59.36
2014-11-04,109.69,112.22,59.08
2014-11-05,109.73,109.79,59.32
2014-11-06,109.54,109.88,59.26
2014-11-07,109.91,112.97,59.4
2014-11-10,109.65,110.46,59.53
2014-11-11,109.7,112.04,59.73
2014-11-12,109.71,111.5,59.54
2014-11-13,109.76,111.67,59.63
2014-11-14,109.86,114.47,59.71
2014-11-17,109.73,114.05,59.62
2014-11-18,109.83,115.05,60.06
2014-11-19,109.57,113.68,59.96
2014-11-20,109.77,114.86,59.92
2014-11-21,109.9,115.39,60.44
2014-11-24,109.94,115.11,60.59
2014-11-25,110.18,115.38,60.56
2014-11-26,110.27,115.16,60.8
2014-11-27,110.27,115.16,60.8
2014-11-28,110.61,112.11,60.43
2014-12-01,110.08,116.58,60.05
2014-12-02,109.86,115.14,60.31
2014-12-03,109.76,116.33,60.47
2014-12-04,110.09,115.88,60.33
2014-12-05,109.62,114.43,60.39
2014-12-08,109.89,115.78,59.83
2014-12-09,110.06,118.19,59.64
2014-12-10,110.25,117.96,58.74
2014-12-11,110.21,117.69,58.78
2014-12-12,110.56,117.41,57.79
2014-12-15,110.26,114.39,57.16
2014-12-16,110.53,114.95,56.99
2014-12-17,110.39,114.27,57.46
2014-12-18,110.1,115.15,58.71
2014-12-19,110.28,114.77,58.87
2014-12-22,110.45,112.55,59.22
2014-12-23,109.94,112.74,59.2
2014-12-24,109.69,112.77,59.31
2014-12-25,109.69,112.77,59.31
2014-12-26,109.74,114.83,59.55
2014-12-29,109.97,113.67,59.42
2014-12-30,110.09,115.2,59.03
2014-12-31,110.12,113.58,58.5
2015-01-01,110.12,113.58,58.5
2015-01-02,110.43,114.08,58.36
2015-01-05,110.67,115.8,57.21
2015-01-06,110.95,117.12,56.62
2015-01-07,110.93,116.43,57.36
